node,mean_dscore
2333,0.019180576483686956
2334,0.019539523994388037
2335,0.019524808439396194
2336,0.023801898169515147
2337,0.018802373504297323
2338,0.019241271235875712
2339,0.01832219443845774
2340,0.017244341297201204
2341,0.01731642322596896
2342,0.01624363303639107
2343,0.01543783289348056
2344,0.013767496425328301
2345,0.01376416388090437
2346,0.016417348908214283
2347,0.01741304699617694
2348,0.017050156090273574
2349,0.016712031667191055
2350,0.01654787085056593
2351,0.01670056940443419
2352,0.018696019460929744
2353,0.01802117164073088
2354,0.019493039771344083
2355,0.01816980066399676
2356,0.019254863105270366
2357,0.023467596121492507
2358,0.018069628313174282
2359,0.022629909233077884
2360,0.018625323633803058
2361,0.018423709469506038
2362,0.017883720474445815
2363,0.019140318995370692
2364,0.019355691664131366
2365,0.019355691664131366
2366,0.020565471479427656
2367,0.020960975049923558
2368,0.020611524871896388
2369,0.018284659080034075
2370,0.017760410002639726
2371,0.016873002246265284
2372,0.01646683989188324
2373,0.01726189139821738
2374,0.016117990288200573
2375,0.016273972614038675
2376,0.020586932768012354
2377,0.019052466755512892
2378,0.020936803514437694
2379,0.020738251386976898
2380,0.021586799628093366
2381,0.021533525337713647
2382,0.019546607824109292
2383,0.019879738123062308
2384,0.019488246301347666
2385,0.019324688620141858
2386,0.01909470968354392
2387,0.01881251381153224
2388,0.02087211129132572
2389,0.019265485317564175
2390,0.0181907191309717
2391,0.01649954073940083
2392,0.023172684950477935
2393,0.023300118525717797
2394,0.018559842706162916
2395,0.017734729698273388
2396,0.01512078033814206
2397,0.021103316315877193
2398,0.02101330196868391
2399,0.020245205063240488
2400,0.01898254344949621
2401,0.019039401776472144
2402,0.018018973069779416
2403,0.017463966263335955
2404,0.017961839961168895
2405,0.017819664733415536
2406,0.020673015146264753
2407,0.01985976825665881
2408,0.019383728216190395
2409,0.01995306856807569
2410,0.020094855029775174
2411,0.019302058599713526
2412,0.017198510026621885
2413,0.019537648477973422
2414,0.02391388776334751
2415,0.02414753099603847
2416,0.019488620764428064
2417,0.019597663598899754
2418,0.018385138748548965
2419,0.019439645652170105
2420,0.019780869490547453
2421,0.016102241203812463
2422,0.016026490129793552
2423,0.0029372273291328327
2424,0.007735356350440308
2425,0.00880531841612834
2426,0.003296166361946118
2427,-0.003286319820622015
2428,-0.0004978315146985619
2429,-0.0631859932936926
2430,-0.012202144436256364
2431,-0.008260791115192737
2432,-0.011415065213539504
2433,-0.019713697568786527
2434,-0.021832042856485562
2435,-0.021269026686493327
2436,-0.024103055425820155
2437,-0.024832513109925625
2438,-0.02017168776016988
2439,-0.02446097700207458
2440,-0.028232750996869286
2441,-0.02216755849736747
2442,-0.018090598950605132
2443,-0.015945154944828226
2444,-0.012615347450653586
2445,-0.012466384888531485
2446,-0.012461958951928538
2447,-0.019917270238099354
2448,-0.020115206757240135
2449,-0.01874053076316397
2450,-0.022059820291289108
2451,-0.014905859356724645
2452,-0.017745897505939003
2453,-0.012448795698058982
2454,-0.009688087934394284
2455,-0.010121871562618474
2456,-0.010624600049268004
2457,-0.018727143196677776
2458,-0.012688185732089801
2459,-0.007355752234078986
2460,-0.02135566268392291
2461,-0.022764690296471424
2462,-0.019686063293242018
2463,-0.004262417080871624
2464,-0.02019668180666889
2465,-0.020712529512194326
2466,-0.01513351338785663
2467,-0.005963222621314999
